,nan,transgender female,intersex,fa'afafine,transgender male,female animal,male animal,woman,genderqueer,female,male,kathoey
Q64171,,,,,,,,,,1.0,6.0,
Q641715,,,,,,,,,,,1.0,
Q641755,,,,,,,,,,,1.0,
Q641756,,,,,,,,,,,3.0,
Q64178,,,,,,,,,,1.0,6.0,
Q6418234,,,,,,,,,,1.0,,
Q64183,,,,,,,,,,,2.0,
Q64186,,,,,,,,,,,4.0,
Q6418628,,,,,,,,,,,1.0,
Q641871,,,,,,,,,,,4.0,
Q641876,,,,,,,,,,1.0,1.0,
Q641905,,,,,,,,,,,1.0,
Q64191,,,,,,,,,,2.0,10.0,
Q6419155,,,,,,,,,,,1.0,
Q641926,,,,,,,,,,1.0,1.0,
Q6419451,,,,,,,,,,,1.0,
Q64195,,,,,,,,,,,2.0,
Q6419912,,,,,,,,,,,4.0,
Q641992,,,,,,,,,,,3.0,
Q64200,,,,,,,,,,,3.0,
Q642006,,,,,,,,,,,1.0,
Q6420396,,,,,,,,,,,1.0,
Q642046,,,,,,,,,,,7.0,
Q64205,,,,,,,,,,,4.0,
Q642057,,,,,,,,,,4.0,18.0,
Q642073,,,,,,,,,,,1.0,
Q642083,,,,,,,,,,,3.0,
Q642088,,,,,,,,,,1.0,7.0,
Q642109,,,,,,,,,,,1.0,
Q64213,,,,,,,,,,1.0,5.0,
Q6421469,,,,,,,,,,,1.0,
Q64216,,,,,,,,,,,1.0,
Q642164,,,,,,,,,,,2.0,
Q642175,,,,,,,,,,,1.0,
Q64219,,,,,,,,,,,1.0,
Q642192,,,,,,,,,,,2.0,
Q642200,,,,,,,,,,,2.0,
Q6422288,,,,,,,,,,,1.0,
Q6422364,,,,,,,,,,1.0,1.0,
Q6422687,,,,,,,,,,,1.0,
Q642275,,,,,,,,,,,1.0,
Q642277,,,,,,,,,,1.0,,
Q64232,,,,,,,,,,,2.0,
Q642326,,,,,,,,,,,1.0,
Q642327,,,,,,,,,,,1.0,
Q642351,,,,,,,,,,,2.0,
Q642353,,,,,,,,,,,2.0,
Q642356,,,,,,,,,,,1.0,
Q6423635,,,,,,,,,,1.0,,
Q64239,,,,,,,,,,,1.0,
Q642409,,,,,,,,,,,1.0,
Q6424238,,,,,,,,,,,1.0,
Q6424266,,,,,,,,,,,1.0,
Q642481,,,,,,,,,,3.0,12.0,
Q64250,,,,,,,,,,,1.0,
Q6425261,,,,,,,,,,,1.0,
Q64253,,,,,,,,,,,2.0,
Q6425456,,,,,,,,,,,1.0,
Q6425479,,,,,,,,,,,1.0,
Q64255,,,,,,,,,,,1.0,
Q642582,,,,,,,,,,1.0,,
Q6425893,,,,,,,,,,,2.0,
Q6425899,,,,,,,,,,,1.0,
Q6426162,,,,,,,,,,,1.0,
Q642631,,,,,,,,,,1.0,4.0,
Q64264,,,,,,,,,,1.0,,
Q642644,,,,,,,,,,,1.0,
Q6426565,,,,,,,,,,,1.0,
Q6426571,,,,,,,,,,,1.0,
Q642660,,,,,,,,,,,4.0,
Q642665,,,,,,,,,,,4.0,
Q6426688,,,,,,,,,,,1.0,
Q6426689,,,,,,,,,,,2.0,
Q64267,,,,,,,,,,,7.0,
Q642689,,,,,,,,,,,1.0,
Q64269,,,,,,,,,,,1.0,
Q642696,,,,,,,,,,,5.0,
Q64273,,,,,,,,,,1.0,1.0,
Q6427399,,,,,,,,,,,1.0,
Q64275,,,,,,,,,,,3.0,
Q642783,,,,,,,,,,,4.0,
Q642808,,,,,,,,,,,3.0,
Q642810,4.0,,,,,,,,,2.0,33.0,
Q642828,,,,,,,,,,,5.0,
Q642839,,,,,,,,,,,1.0,
Q6428462,,,,,,,,,,1.0,4.0,
Q642849,,,,,,,,,,,1.0,
Q64285,,,,,,,,,,,1.0,
Q642856,,,,,,,,,,1.0,5.0,
Q642886,,,,,,,,,,,1.0,
Q6428862,,,,,,,,,,,1.0,
Q642900,,,,,,,,,,,8.0,
Q6429029,,,,,,,,,,,1.0,
Q642907,,,,,,,,,,,1.0,
Q64292,,,,,,,,,,,2.0,
Q642964,,,,,,,,,,3.0,4.0,
Q6429859,,,,,,,,,,,1.0,
Q643038,,,,,,,,,,,1.0,
Q643040,,,,,,,,,,1.0,,
Q643044,,,,,,,,,,,5.0,
Q6430519,,,,,,,,,,1.0,,
Q643056,,,,,,,,,,,1.0,
Q643059,,,,,,,,,,,1.0,
Q64306,,,,,,,,,,,1.0,
Q643061,,,,,,,,,,,1.0,
Q643067,,,,,,,,,,,1.0,
Q643071,,,,,,,,,,,1.0,
Q643074,,,,,,,,,,,1.0,
Q643081,,,,,,,,,,,1.0,
Q6430852,,,,,,,,,,1.0,,
Q643091,,,,,,,,,,,1.0,
Q64310,,,,,,,,,,,1.0,
Q643112,,,,,,,,,,1.0,,
Q643114,,,,,,,,,,,1.0,
Q6431189,,,,,,,,,,,1.0,
Q643122,,,,,,,,,,,1.0,
Q64314,,,,,,,,,,,2.0,
Q643145,,,,,,,,,,,1.0,
Q643160,,,,,,,,,,2.0,17.0,
Q643166,,,,,,,,,,,1.0,
Q643168,,,,,,,,,,,1.0,
Q643172,,,,,,,,,,,4.0,
Q643207,,,,,,,,,,,1.0,
Q643215,,,,,,,,,,1.0,2.0,
Q643217,,,,,,,,,,,1.0,
Q643281,,,,,,,,,,,2.0,
Q643284,,,,,,,,,,,1.0,
Q643312,,,,,,,,,,,2.0,
Q643313,,,,,,,,,,,1.0,
Q643326,,,,,,,,,,1.0,1.0,
Q6433315,,,,,,,,,,,1.0,
Q643346,,,,,,,,,,1.0,,
Q643359,,,,,,,,,,1.0,1.0,
Q6433751,,,,,,,,,,,1.0,
Q643376,,,,,,,,,,,3.0,
Q6433767,,,,,,,,,,,1.0,
Q64338,,,,,,,,,,,1.0,
Q643386,,,,,,,,,,,1.0,
Q6433967,,,,,,,,,,,1.0,
Q64342,,,,,,,,,,,1.0,
Q6434267,,,,,,,,,,,1.0,
Q6434293,,,,,,,,,,1.0,,
Q643430,,,,,,,,,,,2.0,
Q643460,,,,,,,,,,,1.0,
Q6434600,,,,,,,,,,,1.0,
Q643463,,,,,,,,,,,1.0,
Q6434930,,,,,,,,,,,1.0,
Q64351,,,,,,,,,,,1.0,
Q643516,,,,,,,,,,2.0,2.0,
Q6435231,,,,,,,,,,,1.0,
Q6435281,,,,,,,,,,,1.0,
Q6435307,,,,,,,,,,1.0,,
Q643534,,,,,,,,,,,2.0,
Q6435526,,,,,,,,,,,1.0,
Q6435573,,,,,,,,,,,1.0,
Q6435574,,,,,,,,,,,1.0,
Q6435636,,,,,,,,,,1.0,,
Q643576,,,,,,,,,,,1.0,
Q64359,,,,,,,,,,,1.0,
Q64360,,,,,,,,,,,1.0,
Q643600,,,,,,,,,,,5.0,
Q6436054,,,,,,,,,,,1.0,
Q643617,,,,,,,,,,1.0,,
Q64363,,,,,,,,,,,4.0,
Q643634,,,,,,,,,,,1.0,
Q643650,,,,,,,,,,,1.0,
Q643668,,,,,,,,,,,3.0,
Q64368,,,,,,,,,,,1.0,
Q643695,,,,,,,,,,1.0,10.0,
Q643711,,,,,,,,,,,1.0,
Q643716,,,,,,,,,,,2.0,
Q64372,,,,,,,,,,,3.0,
Q643726,,,,,,,,,,,1.0,
Q643758,,,,,,,,,,1.0,1.0,
Q643761,,,,,,,,,,,2.0,
Q643780,,,,,,,,,,,2.0,
Q6438,,,,,,,,,,1.0,,
Q64380,,,,,,,,,,,2.0,
Q643803,,,,,,,,,,,1.0,
Q643806,,,,,,,,,,,1.0,
Q643843,,,,,,,,,,1.0,2.0,
Q643857,,,,,,,,,,,3.0,
Q643878,,,,,,,,,,,1.0,
Q6438822,,,,,,,,,,,1.0,
Q643883,,,,,,,,,,1.0,21.0,
Q6438880,,,,,,,,,,,1.0,
Q64389,,,,,,,,,,,1.0,
Q643907,,,,,,,,,,1.0,,
Q643919,,,,,,,,,,1.0,,
Q643929,,,,,,,,,,,2.0,
Q643933,,,,,,,,,,,1.0,
Q643951,,,,,,,,,,,1.0,
Q643953,,,,,,,,,,4.0,12.0,
Q643955,,,,,,,,,,,1.0,
Q643980,,,,,,,,,,,6.0,
Q644002,,,,,,,,,,1.0,3.0,
Q644008,,,,,,,,,,2.0,1.0,
Q644025,,,,,,,,,,,2.0,
Q6440485,,,,,,,,,,,1.0,
Q644055,,,,,,,,,,,5.0,
Q6440579,,,,,,,,,,,1.0,
Q644062,,,,,,,,,,,2.0,
Q644079,,,,,,,,,,,2.0,
Q644088,,,,,,,,,,,1.0,
Q6441,,,,,,,,,,58.0,419.0,
Q644111,,,,,,,,,,1.0,1.0,
Q6441526,,,,,,,,,,,1.0,
Q644154,,,,,,,,,,,1.0,
Q6441635,,,,,,,,,,,1.0,
Q644168,,,,,,,,,,,1.0,
Q644195,,,,,,,,,,1.0,,
Q64420,,,,,,,,,,1.0,5.0,
Q644229,,,,,,,,,,,1.0,
Q64424,,,,,,,,,,,1.0,
Q6442425,,,,,,,,,,,1.0,
Q644249,,,,,,,,,,,2.0,
Q644273,,,,,,,,,,,1.0,
Q6442784,,,,,,,,,,,1.0,
Q644301,,,,,,,,,,,4.0,
Q64433,,,,,,,,,,,1.0,
Q644350,,,,,,,,,,,1.0,
Q6443540,,,,,,,,,,,1.0,
Q644363,,,,,,,,,,,1.0,
Q644380,,,,,,,,,,,1.0,
Q6444294,,,,,,,,,,,1.0,
Q6444299,,,,,,,,,,1.0,,
Q644448,,,,,,,,,,,1.0,
Q644464,,,,,,,,,,,2.0,
Q64448,,,,,,,,,,,1.0,
Q6444811,,,,,,,,,,,1.0,
Q6444998,,,,,,,,,,,1.0,
Q644506,1.0,,,,,,,,,2.0,15.0,
Q644530,,,,,,,,,,,5.0,
Q644543,,,,,,,,,,,2.0,
Q644598,,,,,,,,,,,2.0,
Q64461,,,,,,,,,,1.0,,
Q6446335,,,,,,,,,,,1.0,
Q644636,,,,,,,,,,1.0,3.0,
Q6446481,,,,,,,,,,,2.0,
Q64465,,,,,,,,,,,1.0,
Q644663,,,,,,,,,,,3.0,
Q644665,,,,,,,,,,1.0,,
Q64469,,,,,,,,,,1.0,1.0,
Q644690,,,,,,,,,,,1.0,
Q644704,,,,,,,,,,,1.0,
Q644716,,,,,,,,,,,2.0,
Q644728,,,,,,,,,,,3.0,
Q64473,,,,,,,,,,,1.0,
Q64478,,,,,,,,,,,1.0,
Q644782,,,,,,,,,,,1.0,
Q644799,,,,,,,,,,,1.0,
Q6448,,,,,,,,,,,1.0,
Q64482,,,,,,,,,,1.0,4.0,
Q644828,,,,,,,,,,,1.0,
Q644855,,,,,,,,,,,2.0,
Q64486,,,,,,,,,,,2.0,
Q6448601,,,,,,,,,,,1.0,
Q644878,,,,,,,,,,,2.0,
Q6449220,,,,,,,,,,,1.0,
Q64496,,,,,,,,,,,1.0,
Q6449873,,,,,,,,,,,2.0,
Q64500,,,,,,,,,,,1.0,
Q645014,,,,,,,,,,,4.0,
Q645022,,,,,,,,,,,7.0,
Q645043,,,,,,,,,,,1.0,
Q645045,,,,,,,,,,,1.0,
Q6450661,,,,,,,,,,,2.0,
Q6450666,,,,,,,,,,,1.0,
Q6450785,,,,,,,,,,,1.0,
Q6450796,,,,,,,,,,,1.0,
Q645085,,,,,,,,,,,3.0,
Q645112,,,,,,,,,,,1.0,
Q64512,,,,,,,,,,,1.0,
Q645157,,,,,,,,,,1.0,,
Q645185,,,,,,,,,,,1.0,
Q645187,,,,,,,,,,,1.0,
Q64521,,,,,,,,,,,1.0,
Q645231,,,,,,,,,,,1.0,
Q645234,,,,,,,,,,1.0,1.0,
Q64526,,,,,,,,,,,1.0,
Q645265,,,,,,,,,,,2.0,
Q645293,,,,,,,,,,1.0,4.0,
Q64533,,,,,,,,,,,2.0,
Q645343,,,,,,,,,,,1.0,
Q645351,,,,,,,,,,1.0,1.0,
Q645358,,,,,,,,,,,1.0,
Q645361,,,,,,,,,,1.0,2.0,
Q645382,,,,,,,,,,,2.0,
Q645384,,,,,,,,,,1.0,,
Q6454,,,,,,,,,,11.0,50.0,
Q645416,,,,,,,,,,,2.0,
Q645421,,,,,,,,,,,1.0,
Q645430,,,,,,,,,,,2.0,
Q645439,,,,,,,,,,,1.0,
Q645475,,,,,,,,,,,8.0,
Q6454979,,,,,,,,,,,1.0,
Q645500,,,,,,,,,,,1.0,
Q64551,,,,,,,,,,,1.0,
Q645530,,,,,,,,,,1.0,,
Q6455493,,,,,,,,,,,1.0,
Q64555,,,,,,,,,,,1.0,
Q645565,,,,,,,,,,,1.0,
Q645566,,,,,,,,,,,1.0,
Q64559,,,,,,,,,,,1.0,
Q6456029,,,,,,,,,,1.0,,
Q645623,,,,,,,,,,1.0,4.0,
Q645631,,,,,,,,,,,5.0,
Q645661,,,,,,,,,,1.0,1.0,
Q64567,,,,,,,,,,,5.0,
Q64571,,,,,,,,,,,3.0,
Q645748,,,,,,,,,,1.0,7.0,
Q645792,,,,,,,,,,,1.0,
Q64580,,,,,,,,,,1.0,1.0,
Q645814,,,,,,,,,,,4.0,
Q64585,,,,,,,,,,,2.0,
Q645854,,,,,,,,,,,3.0,
Q645855,1.0,,,,,,,,,,,
Q64589,,,,,,,,,,,1.0,
Q6459,,,,,,,,,,,5.0,
Q645925,,,,,,,,,,,1.0,
Q64594,,,,,,,,,,,3.0,
Q645959,,,,,,,,,,1.0,,
Q645979,,,,,,,,,,1.0,2.0,
Q646035,,,,,,,,,,,1.0,
Q646037,,,,,,,,,,,1.0,
Q646065,,,,,,,,,,,2.0,
Q646067,,,,,,,,,,,3.0,
Q646073,,,,,,,,,,,1.0,
Q646087,,,,,,,,,,,3.0,
Q64609,,,,,,,,,,1.0,2.0,
Q646115,,,,,,,,,,1.0,,
Q6461364,,,,,,,,,,,1.0,
Q64614,,,,,,,,,,,9.0,
Q646199,,,,,,,,,,,1.0,
Q6462,,,,,,,,,,1.0,7.0,
Q64622,,,,,,,,,,,1.0,
Q646225,,,,,,,,,,10.0,24.0,
Q64627,,,,,,,,,,,6.0,
Q646294,,,,,,,,,,,3.0,
Q646315,,,,,,,,,,,1.0,
Q646318,,,,,,,,,,,1.0,
Q646325,,,,,,,,,,,3.0,
Q646329,,,,,,,,,,1.0,3.0,
Q64635,,,,,,,,,,,1.0,
Q64639,,,,,,,,,,1.0,2.0,
Q646393,,,,,,,,,,,16.0,
Q646396,,,,,,,,,,2.0,1.0,
Q646415,,,,,,,,,,,2.0,
Q646422,,,,,,,,,,,1.0,
Q64643,,,,,,,,,,,1.0,
Q646432,,,,,,,,,,,1.0,
Q64647,,,,,,,,,,,3.0,
Q646472,,,,,,,,,,,3.0,
Q646484,,,,,,,,,,,1.0,
Q646485,,,,,,,,,,,1.0,
Q646487,,,,,,,,,,,1.0,
Q646498,,,,,,,,,,,12.0,
Q646502,,,,,,,,,,,2.0,
Q646515,,,,,,,,,,,1.0,
Q646551,,,,,,,,,,1.0,4.0,
Q6465580,,,,,,,,,,,1.0,
Q646564,,,,,,,,,,,4.0,
Q646571,,,,,,,,,,,1.0,
Q646574,,,,,,,,,,,1.0,
Q646582,,,,,,,,,,,1.0,
Q646584,,,,,,,,,,,2.0,
Q646595,,,,,,,,,,,2.0,
Q6465990,,,,,,,,,,,1.0,
Q646609,,,,,,,,,,2.0,9.0,
Q646620,,,,,,,,,,,7.0,
Q64665,,,,,,,,,,,6.0,
Q646659,,,,,,,,,,,1.0,
Q646671,,,,,,,,,,1.0,,
Q64668,,,,,,,,,,,1.0,
Q646684,,,,,,,,,,,2.0,
Q646688,,,,,,,,,,,1.0,
Q6467,,,,,,,,,,,1.0,
Q6467020,,,,,,,,,,,1.0,
Q646708,,,,,,,,,,1.0,5.0,
Q646725,,,,,,,,,,,1.0,
Q646755,,,,,,,,,,,3.0,
Q6467699,,,,,,,,,,,1.0,
Q646780,,,,,,,,,,,1.0,
Q646784,,,,,,,,,,1.0,2.0,
Q64679,,,,,,,,,,,3.0,
Q6467939,,,,,,,,,,,1.0,
Q646825,,,,,,,,,,,3.0,
Q646840,,,,,,,,,,,1.0,
Q646843,,,,,,,,,,,4.0,
Q646850,,,,,,,,,,,2.0,
Q646851,,,,,,,,,,,1.0,
Q646859,,,,,,,,,,,1.0,
Q646892,,,,,,,,,,,2.0,
Q646898,,,,,,,,,,,2.0,
Q646912,,,,,,,,,,,1.0,
Q646922,,,,,,,,,,,1.0,
Q64694,,,,,,,,,,,3.0,
Q646969,,,,,,,,,,,5.0,
Q64697,,,,,,,,,,,1.0,
Q6469759,,,,,,,,,,,1.0,
Q646977,,,,,,,,,,,1.0,
Q646979,,,,,,,,,,,1.0,
Q646980,,,,,,,,,,8.0,40.0,
Q647,1.0,,,,,,,,,54.0,410.0,
Q64705,,,,,,,,,,,3.0,
Q647051,,,,,,,,,,,5.0,
Q647056,,,,,,,,,,,1.0,
Q647068,,,,,,,,,,,1.0,
Q647079,,,,,,,,,,1.0,2.0,
Q6470814,,,,,,,,,,,1.0,
Q647082,,,,,,,,,,,3.0,
Q6470824,,,,,,,,,,1.0,2.0,
Q647103,,,,,,,,,,,3.0,
Q6471038,,,,,,,,,,,2.0,
Q647123,,,,,,,,,,2.0,6.0,
Q647127,,,,,,,,,,,9.0,
Q647129,,,,,,,,,,,1.0,
Q647142,,,,,,,,,,,2.0,
Q647143,,,,,,,,,,,2.0,
Q64719,,,,,,,,,,,2.0,
Q647209,,,,,,,,,,,1.0,
Q64724,,,,,,,,,,,1.0,
Q64727,,,,,,,,,,,6.0,
Q647295,,,,,,,,,,,2.0,
Q647311,,,,,,,,,,1.0,,
Q647317,,,,,,,,,,,2.0,
Q64732,,,,,,,,,,,1.0,
Q64735,,,,,,,,,,,2.0,
Q647356,,,,,,,,,,,3.0,
Q647357,,,,,,,,,,,1.0,
Q6474,,,,,,,,,,1.0,10.0,
Q64740,,,,,,,,,,,4.0,
Q647417,,,,,,,,,,1.0,5.0,
Q647443,,,,,,,,,,,1.0,
Q647451,,,,,,,,,,,3.0,
Q647467,,,,,,,,,,,1.0,
Q64748,,,,,,,,,,,2.0,
Q647488,,,,,,,,,,,1.0,
Q647491,,,,,,,,,,,1.0,
Q647508,,,,,,,,,,,1.0,
Q6475351,,,,,,,,,,,1.0,
Q647543,,,,,,,,,,1.0,4.0,
Q64755,,,,,,,,,,1.0,4.0,
Q647593,,,,,,,,,,,3.0,
Q647649,,,,,,,,,,,1.0,
Q647666,,,,,,,,,,,2.0,
Q647678,,,,,,,,,,,4.0,
Q6477,,,,,,,,,,6.0,46.0,
Q647701,,,,,,,,,,1.0,1.0,
Q6477013,,,,,,,,,,,1.0,
Q64771,,,,,,,,,,,1.0,
Q647711,,,,,,,,,,,3.0,
Q6477139,,,,,,,,,,,1.0,
Q647763,,,,,,,,,,,2.0,
Q64784,,,,,,,,,,,4.0,
Q647849,,,,,,,,,,1.0,,
Q64787,,,,,,,,,,,1.0,
Q6478871,,,,,,,,,,,1.0,
Q64792,,,,,,,,,,,1.0,
Q647927,,,,,,,,,,,1.0,
Q647944,,,,,,,,,,,2.0,
Q6479695,,,,,,,,,,,1.0,
Q647982,,,,,,,,,,1.0,4.0,
Q647987,,,,,,,,,,16.0,13.0,
Q647992,,,,,,,,,,,1.0,
Q6479960,,,,,,,,,,,1.0,
Q648,,,,,,,,,,61.0,463.0,
Q648067,,,,,,,,,,,1.0,
Q648071,,,,,,,,,,,2.0,
Q64808,,,,,,,,,,,7.0,
Q648105,,,,,,,,,,,1.0,
Q6481369,,,,,,,,,,,2.0,
Q648142,,,,,,,,,,1.0,,
Q648148,,,,,,,,,,,1.0,
Q6481586,,,,,,,,,,,1.0,
Q6481603,,,,,,,,,,,1.0,
Q648164,,,,,,,,,,,2.0,
Q648218,,,,,,,,,,,3.0,
Q6482303,,,,,,,,,,,1.0,
Q64824,,,,,,,,,,1.0,2.0,
Q648245,,,,,,,,,,1.0,,
Q648253,,,,,,,,,,,1.0,
Q648262,,,,,,,,,,,1.0,
Q648275,,,,,,,,,,1.0,,
Q64829,,,,,,,,,,,1.0,
Q648298,,,,,,,,,,,1.0,
Q6483,,,,,,,,,,1.0,10.0,
Q6483175,,,,,,,,,,,2.0,
Q648356,,,,,,,,,,,2.0,
Q648358,,,,,,,,,,,1.0,
Q648389,,,,,,,,,,,1.0,
Q648399,1.0,,,,,,,,,1.0,14.0,
Q64840,,,,,,,,,,,1.0,
Q648418,,,,,,,,,,,3.0,
Q648425,,,,,,,,,,,1.0,
Q648432,,,,,,,,,,,1.0,
Q648440,,,,,,,,,,,1.0,
Q648489,,,,,,,,,,,16.0,
Q648501,,,,,,,,,,14.0,41.0,
Q648509,,,,,,,,,,,1.0,
Q64853,,,,,,,,,,,1.0,
Q648536,,,,,,,,,,1.0,,
Q648567,,,,,,,,,,1.0,7.0,
Q64857,,,,,,,,,,,1.0,
Q648589,,,,,,,,,,,1.0,
Q64860,,,,,,,,,,,2.0,
Q648600,,,,,,,,,,,1.0,
Q6486203,,,,,,,,,,,1.0,
Q648622,,,,,,,,,,,7.0,
Q648624,,,,,,,,,,,1.0,
Q6486254,,,,,,,,,,,1.0,
Q648629,,,,,,,,,,,1.0,
Q648630,,,,,,,,,,,1.0,
Q648636,,,,,,,,,,1.0,,
Q6486480,,,,,,,,,,,1.0,
Q64865,,,,,,,,,,,9.0,
Q6486585,,,,,,,,,,,1.0,
Q648667,,,,,,,,,,,1.0,
Q64869,,,,,,,,,,1.0,3.0,
Q648696,,,,,,,,,,,1.0,
Q6486994,,,,,,,,,,,1.0,
Q6487,,,,,,,,,,1.0,9.0,
Q648709,,,,,,,,,,,2.0,
Q64873,,,,,,,,,,,1.0,
Q648732,,,,,,,,,,,1.0,
Q6487389,,,,,,,,,,,2.0,
Q6487494,,,,,,,,,,1.0,,
Q648757,,,,,,,,,,,1.0,
Q6487625,,,,,,,,,,,1.0,
Q64877,,,,,,,,,,1.0,,
Q648784,,,,,,,,,,,1.0,
Q648808,,,,,,,,,,,2.0,
Q648810,,,,,,,,,,4.0,22.0,
Q64882,,,,,,,,,,,2.0,
Q648835,,,,,,,,,,2.0,,
Q648851,,,,,,,,,,,1.0,
Q648853,,,,,,,,,,,1.0,
Q648862,,,,,,,,,,,2.0,
Q648876,,,,,,,,,,,2.0,
Q648921,,,,,,,,,,,1.0,
Q648924,,,,,,,,,,,1.0,
Q648975,,,,,,,,,,,1.0,
Q649,12.0,,,,,,,,,1818.0,7401.0,
Q64903,,,,,,,,,,,1.0,
Q649057,,,,,,,,,,,2.0,
Q649061,,,,,,,,,,,1.0,
Q649069,,,,,,,,,,,3.0,
Q649075,,,,,,,,,,,1.0,
Q649076,1.0,,,,,,,,,,12.0,
Q649077,,,,,,,,,,1.0,1.0,
Q649099,,,,,,,,,,,7.0,
Q649113,,,,,,,,,,,1.0,
Q64912,,,,,,,,,,,15.0,
Q649123,,,,,,,,,,,1.0,
Q649138,,,,,,,,,,,2.0,
Q64916,,,,,,,,,,,1.0,
Q649168,,,,,,,,,,2.0,5.0,
Q649194,,,,,,,,,,,2.0,
Q64920,,,,,,,,,,,2.0,
Q649200,,,,,,,,,,1.0,,
Q649214,,,,,,,,,,,3.0,
Q649231,,,,,,,,,,,2.0,
Q649236,,,,,,,,,,,1.0,
Q6492392,,,,,,,,,,,1.0,
Q649244,,,,,,,,,,,2.0,
Q649258,,,,,,,,,,,1.0,
Q6492653,,,,,,,,,,1.0,,
Q649271,,,,,,,,,,,1.0,
Q649298,,,,,,,,,,,1.0,
Q649325,,,,,,,,,,,1.0,
Q649341,,,,,,,,,,,1.0,
Q649356,,,,,,,,,,,1.0,
Q649372,,,,,,,,,,1.0,,
Q649391,,,,,,,,,,,2.0,
Q6494,,,,,,,,,,1.0,7.0,
Q649440,,,,,,,,,,,1.0,
Q64951,,,,,,,,,,,6.0,
Q649541,,,,,,,,,,,1.0,
Q649551,,,,,,,,,,,2.0,
Q64957,,,,,,,,,,,3.0,
Q6495879,,,,,,,,,,,1.0,
Q649609,,,,,,,,,,,1.0,
Q64961,,,,,,,,,,1.0,1.0,
Q649612,,,,,,,,,,,1.0,
Q6496129,,,,,,,,,,,1.0,
Q649621,,,,,,,,,,,1.0,
Q64964,,,,,,,,,,,4.0,
Q649647,,,,,,,,,,,1.0,
Q6496743,,,,,,,,,,1.0,1.0,
Q64969,,,,,,,,,,,1.0,
Q64974,,,,,,,,,,,2.0,
Q649769,,,,,,,,,,1.0,4.0,
Q6497774,,,,,,,,,,7.0,25.0,
Q64982,,,,,,,,,,,2.0,
Q649830,,,,,,,,,,,1.0,
Q649838,,,,,,,,,,2.0,6.0,
Q6498468,,,,,,,,,,,1.0,
Q64985,,,,,,,,,,,3.0,
Q649884,,,,,,,,,,,1.0,
Q64990,,,,,,,,,,,6.0,
Q649903,,,,,,,,,,,3.0,
Q64992,,,,,,,,,,,3.0,
Q649937,,,,,,,,,,,1.0,
Q649943,,,,,,,,,,,2.0,
Q649969,,,,,,,,,,,1.0,
Q649981,,,,,,,,,,,2.0,
Q65,1.0,1.0,,,1.0,,,,,826.0,1771.0,
Q65000,,,,,,,,,,,1.0,
Q650009,,,,,,,,,,,1.0,
Q650018,,,,,,,,,,,1.0,
Q65002,,,,,,,,,,,1.0,
Q650035,,,,,,,,,,,1.0,
Q65004,,,,,,,,,,,3.0,
Q65007,,,,,,,,,,,3.0,
Q65009,,,,,,,,,,1.0,,
Q6500954,,,,,,,,,,,1.0,
Q6501000,,,,,,,,,,1.0,4.0,
Q650107,,,,,,,,,,,1.0,
Q650146,,,,,,,,,,,1.0,
Q65017,,,,,,,,,,,1.0,
Q650172,,,,,,,,,,,2.0,
Q650174,,,,,,,,,,,1.0,
Q6501804,,,,,,,,,,,1.0,
Q650185,,,,,,,,,,1.0,3.0,
Q650216,,,,,,,,,,,1.0,
Q650239,,,,,,,,,,,5.0,
Q65024,,,,,,,,,,,3.0,
Q6502525,,,,,,,,,,,1.0,
Q6502566,,,,,,,,,,,1.0,
Q65026,,,,,,,,,,,2.0,
Q650274,,,,,,,,,,,1.0,
Q65029,,,,,,,,,,,3.0,
Q650292,,,,,,,,,,,1.0,
Q650293,,,,,,,,,,,1.0,
Q65037,,,,,,,,,,,2.0,
Q6503756,,,,,,,,,,,1.0,
Q650393,,,,,,,,,,1.0,,
Q65040,,,,,,,,,,,2.0,
Q650475,,,,,,,,,,1.0,,
Q6504809,,,,,,,,,,,1.0,
Q6504819,,,,,,,,,,,2.0,
Q65049,,,,,,,,,,1.0,4.0,
Q650500,,,,,,,,,,,5.0,
Q6505022,,,,,,,,,,,1.0,
Q650510,,,,,,,,,,,1.0,
Q650569,,,,,,,,,,,1.0,
Q650577,,,,,,,,,,1.0,2.0,
Q650587,,,,,,,,,,,2.0,
Q650588,,,,,,,,,,,2.0,
Q6506,,,,,,,,,,4.0,34.0,
Q65060,,,,,,,,,,,1.0,
Q6506006,,,,,,,,,,1.0,,
Q6506083,,,,,,,,,,,1.0,
Q65062,,,,,,,,,,2.0,11.0,
Q650623,,,,,,,,,,,1.0,
Q650647,,,,,,,,,,,1.0,
Q650659,,,,,,,,,,1.0,4.0,
Q650682,,,,,,,,,,,3.0,
Q650686,,,,,,,,,,,1.0,
Q650698,,,,,,,,,,,2.0,
Q65071,,,,,,,,,,,1.0,
Q650721,,,,,,,,,,,1.0,
Q650737,,,,,,,,,,,1.0,
Q650740,,,,,,,,,,,1.0,
Q650746,,,,,,,,,,,1.0,
Q65080,,,,,,,,,,,1.0,
Q650810,,,,,,,,,,,2.0,
Q65083,,,,,,,,,,,1.0,
Q650841,,,,,,,,,,,3.0,
Q650847,,,,,,,,,,,1.0,
Q65086,,,,,,,,,,1.0,1.0,
Q6509,2.0,,,,,,,,,6.0,43.0,
Q650900,,,,,,,,,,,1.0,
Q650908,,,,,,,,,,1.0,,
Q650910,,,,,,,,,,,7.0,
